StockCode,Description,Date,Units_Sold,Revenue,Unit_Price,Year,Month,Quarter,Week,Day,DayOfWeek,Demand_Lag_1,Demand_Lag_2,Rolling_Mean_2,Naive_Forecast
21991,BOHEMIAN COLLAGE STATIONERY SET,2011-12-04,39,56.010000000000005,1.3911666666666667,2011,12,4,48,4,6,13.0,39.0,26.75,7.0
16161U,WRAP SUKI AND FRIENDS,2011-12-04,75,31.5,0.42,2011,12,4,48,4,6,125.0,50.0,68.75,25.0
21993,FLORAL FOLK STATIONERY SET,2011-12-04,103,162.63,1.7709722222222222,2011,12,4,48,4,6,87.0,156.0,100.5,21.0
16161P,WRAP ENGLISH ROSE ,2011-12-04,25,10.5,0.42,2011,12,4,48,4,6,100.0,75.0,125.0,25.0
22023,EMPIRE BIRTHDAY CARD,2011-12-04,14,6.7,0.625,2011,12,4,48,4,6,27.0,2.0,28.75,37.0
16156S,WRAP PINK FAIRY CAKES ,2011-12-04,125,52.5,0.42,2011,12,4,48,4,6,100.0,50.0,100.0,50.0
22024,RAINY LADIES BIRTHDAY CARD,2011-12-04,2,1.66,0.83,2011,12,4,48,4,6,133.0,14.0,63.5,61.0
16046,TEATIME PEN CASE & PENS,2011-12-04,1,0.85,0.85,2011,12,4,48,4,6,0.0,0.0,0.0,1.0
22025,RING OF ROSES BIRTHDAY CARD,2011-12-04,1,0.83,0.83,2011,12,4,48,4,6,17.0,16.0,40.25,12.0
16016,LARGE CHINESE STYLE SCISSOR,2011-12-04,50,42.5,0.85,2011,12,4,48,4,6,10.0,60.0,27.5,20.0
21990,MODERN FLORAL STATIONERY SET,2011-12-04,61,113.76,1.9222222222222223,2011,12,4,48,4,6,65.0,105.0,76.75,14.0
22027,TEA PARTY BIRTHDAY CARD,2011-12-04,26,11.74,0.625,2011,12,4,48,4,6,21.0,170.0,129.0,48.0
21982,PACK OF 12 SUKI TISSUES ,2011-12-04,27,21.97,0.7859999999999999,2011,12,4,48,4,6,96.0,166.0,236.5,157.0
21981,PACK OF 12 WOODLAND TISSUES ,2011-12-04,13,10.35,0.7859999999999999,2011,12,4,48,4,6,53.0,82.0,69.25,150.0
21936,RED RETROSPOT PICNIC BAG,2011-12-04,17,50.15,2.95,2011,12,4,48,4,6,10.0,9.0,10.5,3.0
20615,BLUE POLKADOT PASSPORT COVER,2011-12-04,5,20.65,4.13,2011,12,4,48,4,6,21.0,1.0,17.75,5.0
21937,STRAWBERRY   PICNIC BAG,2011-12-04,4,11.8,2.95,2011,12,4,48,4,6,1.0,0.0,0.25,1.0
21942,SKULLS DESIGN FLANNEL,2011-12-04,33,33.51,1.4024999999999999,2011,12,4,48,4,6,15.0,7.0,14.25,6.0
21944,KITTENS DESIGN FLANNEL,2011-12-04,26,23.659999999999997,1.3699999999999999,2011,12,4,48,4,6,6.0,4.0,12.0,3.0
17091J,VANILLA INCENSE IN TIN,2011-12-04,54,20.52,0.38,2011,12,4,48,4,6,15.0,27.0,32.0,73.0
21945,STRAWBERRIES  DESIGN FLANNEL ,2011-12-04,26,23.659999999999997,1.435,2011,12,4,48,4,6,10.0,9.0,14.25,17.0
21947,SET OF 6 HEART CHOPSTICKS,2011-12-04,7,13.59,1.8549999999999998,2011,12,4,48,4,6,12.0,12.0,14.5,12.0
17084N,FAIRY DREAMS INCENSE ,2011-12-04,27,6.09,0.315,2011,12,4,48,4,6,19.0,1.0,33.75,2.0
21948,SET OF 6 CAKE CHOPSTICKS,2011-12-04,6,14.76,2.46,2011,12,4,48,4,6,3.0,34.0,11.25,5.0
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2011-12-04,5,11.09,2.1574999999999998,2011,12,4,48,4,6,13.0,20.0,12.5,20.0
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2011-12-04,17,5.79,0.51,2011,12,4,48,4,6,1.0,21.0,9.0,2.0
21955,DOORMAT UNION JACK GUNS AND ROSES,2011-12-04,2,16.5,8.25,2011,12,4,48,4,6,17.0,2.0,7.0,14.0
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,2011-12-04,37,36.28,1.3866666666666667,2011,12,4,48,4,6,34.0,31.0,41.75,2.0
21974,SET OF 36 PAISLEY FLOWER DOILIES,2011-12-04,54,85.19999999999999,2.3444444444444446,2011,12,4,48,4,6,61.0,55.0,57.0,9.0
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,2011-12-04,59,56.589999999999996,1.494,2011,12,4,48,4,6,38.0,29.0,28.75,2.0
21975,PACK OF 60 DINOSAUR CAKE CASES,2011-12-04,100,64.10000000000001,0.8611111111111112,2011,12,4,48,4,6,237.0,173.0,174.25,135.0
21976,PACK OF 60 MUSHROOM CAKE CASES,2011-12-04,20,14.629999999999999,0.7516666666666668,2011,12,4,48,4,6,20.0,45.0,78.0,108.0
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,2011-12-04,10,10.11,1.2525,2011,12,4,48,4,6,26.0,29.0,25.75,2.0
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2011-12-04,1,0.85,0.85,2011,12,4,48,4,6,0.0,1.0,2.25,3.0
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-12-04,239,140.55,0.7622222222222222,2011,12,4,48,4,6,392.0,415.0,316.5,409.0
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,2011-12-04,5,4.25,0.85,2011,12,4,48,4,6,0.0,0.0,3.5,4.0
21980,PACK OF 12 RED RETROSPOT TISSUES ,2011-12-04,30,13.459999999999999,0.665,2011,12,4,48,4,6,91.0,74.0,86.75,145.0
17003,BROCADE RING PURSE ,2011-12-04,130,52.46000000000001,0.5660000000000001,2011,12,4,48,4,6,474.0,315.0,249.5,798.0
21967,PACK OF 12 SKULL TISSUES,2011-12-04,20,10.44,0.665,2011,12,4,48,4,6,50.0,87.0,65.75,102.0
20616,CHERRY BLOSSOM PASSPORT COVER,2011-12-04,3,9.01,2.44,2011,12,4,48,4,6,21.0,1.0,6.0,3.0
22028,PENNY FARTHING BIRTHDAY CARD,2011-12-04,75,32.730000000000004,0.47124999999999995,2011,12,4,48,4,6,53.0,82.0,87.5,37.0
22030,SWALLOWS GREETING CARD,2011-12-04,676,249.56,0.6199999999999999,2011,12,4,48,4,6,109.0,168.0,87.25,84.0
15056N,EDWARDIAN PARASOL NATURAL,2011-12-04,33,203.88000000000002,7.477500000000001,2011,12,4,48,4,6,8.0,98.0,37.0,65.0
22081,RIBBON REEL FLORA + FAUNA ,2011-12-04,2,6.58,3.29,2011,12,4,48,4,6,29.0,6.0,17.25,7.0
15056BL,EDWARDIAN PARASOL BLACK,2011-12-04,10,66.01,7.035,2011,12,4,48,4,6,20.0,73.0,57.25,75.0
22082,RIBBON REEL STRIPES DESIGN ,2011-12-04,88,171.44,2.333333333333333,2011,12,4,48,4,6,108.0,68.0,89.75,43.0
22083,PAPER CHAIN KIT RETROSPOT,2011-12-04,101,343.91,3.8579999999999997,2011,12,4,48,4,6,153.0,223.0,152.5,81.0
15039,SANDALWOOD FAN,2011-12-04,2,3.26,1.63,2011,12,4,48,4,6,95.0,12.0,55.5,15.0
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2011-12-04,1562,4606.900000000001,3.1110102339181283,2011,12,4,48,4,6,1691.0,2153.0,1756.25,679.0
15036,ASSORTED COLOURS SILK FAN,2011-12-04,143,127.49,1.3633333333333333,2011,12,4,48,4,6,237.0,104.0,132.75,75.0
22089,PAPER BUNTING VINTAGE PAISLEY,2011-12-04,12,35.400000000000006,2.95,2011,12,4,48,4,6,24.0,18.0,24.75,7.0
22090,PAPER BUNTING RETROSPOT,2011-12-04,59,187.09000000000003,4.273333333333333,2011,12,4,48,4,6,68.0,83.0,81.5,84.0
22091,EMPIRE TISSUE BOX,2011-12-04,18,19.439999999999998,1.356,2011,12,4,48,4,6,26.0,154.0,81.25,3.0
22080,RIBBON REEL POLKADOTS ,2011-12-04,37,61.05,1.65,2011,12,4,48,4,6,51.0,48.0,52.5,23.0
15034,PAPER POCKET TRAVELING FAN ,2011-12-04,16,5.0,0.6,2011,12,4,48,4,6,112.0,20.0,139.25,2.0
22093,MOTORING TISSUE BOX,2011-12-04,26,12.21,0.6200000000000001,2011,12,4,48,4,6,65.0,45.0,69.0,1.0
22094,RED RETROSPOT TISSUE BOX,2011-12-04,93,40.410000000000004,0.5625,2011,12,4,48,4,6,113.0,96.0,120.0,21.0
22095,LADS ONLY TISSUE BOX,2011-12-04,113,143.19,1.79125,2011,12,4,48,4,6,94.0,250.0,101.25,341.0
22096,PINK PAISLEY SQUARE TISSUE BOX ,2011-12-04,2,0.78,0.39,2011,12,4,48,4,6,45.0,44.0,41.5,2.0
11001,ASSTD DESIGN RACING CAR PEN,2011-12-04,20,38.6,2.223333333333333,2011,12,4,48,4,6,51.0,24.0,32.0,19.0
22097,SWALLOW SQUARE TISSUE BOX,2011-12-04,7,2.73,0.38999999999999996,2011,12,4,48,4,6,21.0,64.0,36.5,2.0
22098,BOUDOIR SQUARE TISSUE BOX,2011-12-04,139,64.56,1.0799999999999998,2011,12,4,48,4,6,13.0,63.0,36.25,3.0
22099,CARAVAN SQUARE TISSUE BOX,2011-12-04,15,12.059999999999999,1.011,2011,12,4,48,4,6,13.0,44.0,29.5,16.0
10135,COLOURING PENCILS BROWN TUBE,2011-12-04,61,89.56,1.5525,2011,12,4,48,4,6,37.0,35.0,38.75,23.0
22100,SKULLS SQUARE TISSUE BOX,2011-12-04,2,2.85,1.425,2011,12,4,48,4,6,2.0,38.0,48.5,7.0
10125,MINI FUNKY DESIGN TAPES,2011-12-04,6,5.1,0.85,2011,12,4,48,4,6,0.0,60.0,15.5,2.0
22092,BLUE PAISLEY TISSUE BOX,2011-12-04,8,3.12,0.39,2011,12,4,48,4,6,14.0,42.0,37.75,13.0
22029,SPACEBOY BIRTHDAY CARD,2011-12-04,90,40.260000000000005,0.6113333333333333,2011,12,4,48,4,6,147.0,125.0,159.75,108.0
22079,RIBBON REEL HEARTS DESIGN ,2011-12-04,46,77.53999999999999,1.8549999999999998,2011,12,4,48,4,6,49.0,38.0,40.5,11.0
22078,RIBBON REEL LACE DESIGN ,2011-12-04,22,50.26,3.115,2011,12,4,48,4,6,30.0,20.0,51.0,19.0
22031,BOTANICAL LAVENDER BIRTHDAY CARD,2011-12-04,2,1.66,0.83,2011,12,4,48,4,6,13.0,7.0,12.25,12.0
16014,SMALL CHINESE STYLE SCISSOR,2011-12-04,71,29.82,0.42,2011,12,4,48,4,6,514.0,0.0,886.25,14.0
22037,ROBOT BIRTHDAY CARD,2011-12-04,70,33.5,0.6363888888888889,2011,12,4,48,4,6,84.0,136.0,70.0,37.0
22041,"RECORD FRAME 7"" SINGLE SIZE ",2011-12-04,122,325.31,3.6575,2011,12,4,48,4,6,42.0,230.0,134.25,247.0
22042,CHRISTMAS CARD SINGING ANGEL,2011-12-04,24,10.08,0.42,2011,12,4,48,4,6,48.0,1.0,15.25,13.0
16012,FOOD/DRINK SPONGE STICKERS,2011-12-04,1,0.21,0.21,2011,12,4,48,4,6,0.0,24.0,42.0,24.0
22043,CHRISTMAS CARD SCREEN PRINT ,2011-12-04,98,24.6,0.305,2011,12,4,48,4,6,111.0,99.0,102.5,13.0
22045,SPACEBOY GIFT WRAP,2011-12-04,50,21.0,0.42,2011,12,4,48,4,6,100.0,500.0,218.75,50.0
22059,CERAMIC STRAWBERRY DESIGN MUG,2011-12-04,58,55.62,1.1233333333333333,2011,12,4,48,4,6,25.0,5.0,26.25,49.0
22061,LARGE CAKE STAND  HANGING STRAWBERY,2011-12-04,59,195.05,5.283333333333333,2011,12,4,48,4,6,16.0,2.0,10.5,6.0
22064,PINK DOUGHNUT TRINKET POT ,2011-12-04,37,64.97,2.4913333333333334,2011,12,4,48,4,6,56.0,78.0,51.5,28.0
15056P,EDWARDIAN PARASOL PINK,2011-12-04,10,59.5,5.95,2011,12,4,48,4,6,4.0,60.0,20.75,53.0
22065,CHRISTMAS PUDDING TRINKET POT ,2011-12-04,186,107.25999999999999,0.9411111111111111,2011,12,4,48,4,6,439.0,501.0,450.5,68.0
22067,CHOC TRUFFLE GOLD TRINKET POT ,2011-12-04,13,7.97,1.84,2011,12,4,48,4,6,12.0,26.0,13.0,26.0
22068,BLACK PIRATE TREASURE CHEST,2011-12-04,1,3.29,3.29,2011,12,4,48,4,6,8.0,8.0,15.5,3.0
22069,BROWN  PIRATE TREASURE CHEST ,2011-12-04,6,23.1,3.7566666666666664,2011,12,4,48,4,6,19.0,30.0,19.5,6.0
22070,SMALL RED RETROSPOT MUG IN BOX ,2011-12-04,4,22.42,5.605,2011,12,4,48,4,6,98.0,269.0,134.75,7.0
15056bl,EDWARDIAN PARASOL BLACK,2011-12-04,2,24.92,12.46,2011,12,4,48,4,6,1.0,1.0,2.0,3.0
22071,SMALL WHITE RETROSPOT MUG IN BOX ,2011-12-04,4,15.0,3.75,2011,12,4,48,4,6,95.0,251.0,130.0,8.0
22072,RED RETROSPOT TEA CUP AND SAUCER ,2011-12-04,70,127.5,2.0833333333333335,2011,12,4,48,4,6,5.0,3.0,10.0,19.0
22074,6 RIBBONS SHIMMERING PINKS ,2011-12-04,52,49.559999999999995,1.244,2011,12,4,48,4,6,15.0,17.0,18.75,4.0
22075,6 RIBBONS ELEGANT CHRISTMAS ,2011-12-04,148,213.7,1.3397222222222223,2011,12,4,48,4,6,76.0,82.0,76.25,107.0
22076,6 RIBBONS EMPIRE  ,2011-12-04,127,126.24999999999999,1.1716666666666666,2011,12,4,48,4,6,31.0,28.0,34.0,8.0
22077,6 RIBBONS RUSTIC CHARM,2011-12-04,182,384.73999999999995,2.735972222222222,2011,12,4,48,4,6,193.0,242.0,294.25,177.0
16011,ANIMAL STICKERS,2011-12-04,24,5.04,0.21,2011,12,4,48,4,6,24.0,216.0,83.75,5.0
21935,SUKI  SHOULDER BAG,2011-12-04,163,309.15,2.0557777777777777,2011,12,4,48,4,6,114.0,146.0,121.25,18.0
21288,STRIPEY CHOCOLATE NESTING BOXES,2011-12-04,6,19.400000000000002,3.176666666666667,2011,12,4,48,4,6,7.0,5.0,5.25,7.0
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2011-12-04,216,432.93,2.3605555555555555,2011,12,4,48,4,6,81.0,99.0,175.0,66.0
21931,JUMBO STORAGE BAG SUKI,2011-12-04,258,520.29,2.525138888888889,2011,12,4,48,4,6,212.0,189.0,288.25,120.0
20661,BLUE POLKADOT PURSE ,2011-12-04,3,17.37,5.79,2011,12,4,48,4,6,1.0,1.0,1.0,1.0
20617,FIRST CLASS PASSPORT COVER ,2011-12-04,2,4.2,2.1,2011,12,4,48,4,6,0.0,1.0,2.5,1.0
20652,BLUE POLKADOT LUGGAGE TAG ,2011-12-04,3,7.38,2.46,2011,12,4,48,4,6,13.0,3.0,12.0,2.0
21934,SKULL SHOULDER BAG,2011-12-04,95,158.51,1.9759999999999998,2011,12,4,48,4,6,88.0,99.0,113.0,16.0
20659,ECONOMY LUGGAGE TAG,2011-12-04,2,3.71,1.855,2011,12,4,48,4,6,5.0,6.0,5.0,1.0
21917,SET 12 KIDS  WHITE CHALK STICKS,2011-12-04,5,2.1,0.42,2011,12,4,48,4,6,56.0,106.0,53.75,5.0
21922,UNION STRIPE WITH FRINGE  HAMMOCK,2011-12-04,5,65.78999999999999,15.183333333333332,2011,12,4,48,4,6,0.0,0.0,1.25,5.0
21929,JUMBO BAG PINK VINTAGE PAISLEY,2011-12-04,108,235.24,2.6090079365079366,2011,12,4,48,4,6,53.0,101.0,162.5,146.0
21915,RED  HARMONICA IN BOX ,2011-12-04,1120,1187.2,1.06,2011,12,4,48,4,6,22.0,351.0,921.5,1660.0
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2011-12-04,39,70.83,2.19,2011,12,4,48,4,6,13.0,32.0,40.25,3.0
21927,BLUE/CREAM STRIPE CUSHION COVER ,2011-12-04,13,16.25,1.25,2011,12,4,48,4,6,4.0,25.0,9.5,24.0
20622,VIP PASSPORT COVER ,2011-12-04,2,6.23,3.115,2011,12,4,48,4,6,13.0,1.0,4.0,1.0
20653,CHERRY BLOSSOM LUGGAGE TAG,2011-12-04,1,2.46,2.46,2011,12,4,48,4,6,13.0,0.0,3.25,1.0
21918,SET 12 KIDS COLOUR  CHALK STICKS,2011-12-04,58,27.64,0.5908333333333333,2011,12,4,48,4,6,127.0,89.0,96.75,50.0
21933,PINK VINTAGE PAISLEY PICNIC BAG,2011-12-04,33,64.97999999999999,2.325,2011,12,4,48,4,6,27.0,34.0,29.75,3.0
21916,SET 12 RETRO WHITE CHALK STICKS,2011-12-04,27,15.24,0.6240277777777777,2011,12,4,48,4,6,64.0,76.0,55.5,38.0
20655,QUEEN OF SKIES LUGGAGE TAG,2011-12-04,5,9.879999999999999,1.6533333333333333,2011,12,4,48,4,6,3.0,0.0,1.75,2.0
20619,TROPICAL PASSPORT COVER ,2011-12-04,4,16.52,4.13,2011,12,4,48,4,6,1.0,2.0,1.75,1.0
20665,RED RETROSPOT PURSE ,2011-12-04,4,23.16,5.79,2011,12,4,48,4,6,2.0,1.0,1.0,22.0
21930,JUMBO STORAGE BAG SKULLS,2011-12-04,179,383.27,2.3875952380952383,2011,12,4,48,4,6,81.0,100.0,139.0,143.0
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,2011-12-11,2,0.78,0.39,2011,12,4,49,11,6,0.0,4.0,1.75,0.0
21131,GOLD STANDING GNOME,2011-12-11,30,37.5,1.25,2011,12,4,49,11,6,0.0,0.0,0.5,30.0
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,2011-12-11,1,4.98,4.98,2011,12,4,49,11,6,0.0,0.0,0.0,1.0
37500,TEA TIME TEAPOT IN GIFT BOX,2011-12-11,11,81.16999999999999,6.619999999999999,2011,12,4,49,11,6,8.0,51.0,21.25,6.0
37495,FAIRY CAKE BIRTHDAY CANDLE SET,2011-12-11,4,15.0,3.75,2011,12,4,49,11,6,0.0,4.0,2.0,13.0
37450,CERAMIC CAKE BOWL + HANGING CAKES,2011-12-11,3,11.690000000000001,4.37,2011,12,4,49,11,6,7.0,7.0,7.5,54.0
15056p,EDWARDIAN PARASOL PINK,2011-12-11,1,12.46,12.46,2011,12,4,49,11,6,0.0,0.0,0.25,2.0
37462E,"PET MUG, GOLDFISH",2011-12-11,1,0.83,0.83,2011,12,4,49,11,6,12.0,0.0,3.25,3.0
15056bl,EDWARDIAN PARASOL BLACK,2011-12-11,5,62.300000000000004,12.46,2011,12,4,49,11,6,2.0,1.0,1.75,7.0
85049E,SCANDINAVIAN REDS RIBBONS,2011-12-11,47,76.9,1.8549999999999998,2011,12,4,49,11,6,67.0,80.0,91.75,98.0
44234,ASSORTED CIRCULAR MOBILE,2011-12-11,3,0.63,0.21,2011,12,4,49,11,6,5.0,0.0,3.5,5.0
85095,THREE CANVAS LUGGAGE TAGS,2011-12-11,1,4.13,4.13,2011,12,4,49,11,6,1.0,1.0,4.25,0.0
16008,SMALL FOLDING SCISSOR(POINTED EDGE),2011-12-11,312,37.44,0.12,2011,12,4,49,11,6,312.0,24.0,142.25,2.0
46776D,WOVEN SUNSET CUSHION COVER ,2011-12-11,17,70.21,4.13,2011,12,4,49,11,6,7.0,6.0,4.25,1.0
46776C,WOVEN FROST CUSHION COVER,2011-12-11,9,37.17,4.13,2011,12,4,49,11,6,8.0,10.0,7.75,3.0
84997D,CHILDRENS CUTLERY POLKADOT PINK,2011-12-11,43,195.01000000000002,4.8952,2011,12,4,49,11,6,106.0,482.0,173.0,143.0
46776B,WOVEN BERRIES CUSHION COVER ,2011-12-11,14,59.459999999999994,4.2325,2011,12,4,49,11,6,7.0,9.0,8.75,3.0
90130C,GREEN STONE/CRYSTAL EARRINGS,2011-12-11,1,2.9,2.9,2011,12,4,49,11,6,0.0,1.0,0.75,3.0
46776A,WOVEN BUBBLE GUM CUSHION COVER,2011-12-11,20,82.6,4.13,2011,12,4,49,11,6,5.0,9.0,7.75,3.0
20677,PINK POLKADOT BOWL,2011-12-11,120,143.58,1.7066666666666666,2011,12,4,49,11,6,35.0,51.0,52.25,92.0
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,2011-12-11,1,16.95,16.95,2011,12,4,49,11,6,1.0,0.0,1.25,0.0
21128,GOLD FISHING GNOME,2011-12-11,8,15.6,1.95,2011,12,4,49,11,6,0.0,0.0,1.0,3.0
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2011-12-11,9,14.879999999999999,1.4516666666666669,2011,12,4,49,11,6,4.0,7.0,9.0,1.0
46118,FUNKY MONKEY CUSHION COVER,2011-12-11,7,15.79,3.5833333333333335,2011,12,4,49,11,6,1.0,4.0,9.0,1.0
46000S,POLYESTER FILLER PAD 40x40cm,2011-12-11,5,7.25,1.45,2011,12,4,49,11,6,39.0,19.0,55.5,12.0
84997b,CHILDRENS CUTLERY RETROSPOT RED ,2011-12-11,10,82.89999999999999,8.29,2011,12,4,49,11,6,6.0,23.0,14.0,29.0
90138,WHITE/PINK MINI CRYSTALS NECKLACE,2011-12-11,1,5.4,5.4,2011,12,4,49,11,6,0.0,0.0,0.0,0.0
46000R,POLYESTER FILLER PAD 45x30cm,2011-12-11,2,2.9,1.45,2011,12,4,49,11,6,2.0,0.0,1.5,3.0
90145,SILVER HOOP EARRINGS WITH FLOWER,2011-12-11,2,12.46,6.23,2011,12,4,49,11,6,1.0,1.0,0.5,0.0
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2011-12-11,10,12.5,1.25,2011,12,4,49,11,6,19.0,9.0,15.0,3.0
46000M,POLYESTER FILLER PAD 45x45cm,2011-12-11,11,17.05,1.55,2011,12,4,49,11,6,31.0,19.0,31.25,10.0
90134,OLD ROSE COMBO BEAD NECKLACE,2011-12-11,2,5.8,2.9,2011,12,4,49,11,6,2.0,2.0,2.0,0.0
21132,SILVER STANDING GNOME   ,2011-12-11,2,2.5,1.25,2011,12,4,49,11,6,0.0,0.0,1.0,4.0
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2011-12-11,1,3.29,3.29,2011,12,4,49,11,6,24.0,13.0,14.0,114.0
84997c,CHILDRENS CUTLERY POLKADOT BLUE,2011-12-11,14,116.06,8.29,2011,12,4,49,11,6,7.0,13.0,8.75,0.0
90161D,ANT COPPER PINK BOUDICCA BRACELET,2011-12-11,9,44.67,4.96875,2011,12,4,49,11,6,3.0,0.0,2.0,3.0
85049C,ROMANTIC PINKS RIBBONS ,2011-12-11,7,11.17,1.855,2011,12,4,49,11,6,41.0,38.0,23.0,21.0
35924,HANGING FAIRY CAKE DECORATION,2011-12-11,1,4.13,4.13,2011,12,4,49,11,6,0.0,4.0,3.25,267.0
35818P,"ACRYLIC JEWEL ICICLE, PINK",2011-12-11,2,0.76,0.38,2011,12,4,49,11,6,12.0,64.0,22.25,0.0
21154,RED RETROSPOT OVEN GLOVE ,2011-12-11,65,101.82,1.809625,2011,12,4,49,11,6,136.0,103.0,106.25,80.0
90166,PINK & WHITE ROSEBUD RING,2011-12-11,1,4.15,4.15,2011,12,4,49,11,6,0.0,1.0,0.5,0.0
90168,2 DAISIES HAIR COMB,2011-12-11,3,8.7,2.9,2011,12,4,49,11,6,1.0,1.0,0.75,1.0
35648,VINTAGE BEAD PINK PURSE ,2011-12-11,12,17.16,1.4633333333333334,2011,12,4,49,11,6,8.0,43.0,36.75,15.0
35953,FOLKART STAR CHRISTMAS DECORATIONS,2011-12-11,300,146.04,0.5183333333333333,2011,12,4,49,11,6,282.0,413.0,423.25,25.0
35646,VINTAGE BEAD PINK EVENING BAG,2011-12-11,13,31.98,2.46,2011,12,4,49,11,6,8.0,62.0,29.75,5.0
21155,RED RETROSPOT PEG BAG,2011-12-11,36,149.64000000000001,4.457916666666667,2011,12,4,49,11,6,53.0,44.0,58.25,101.0
90170,DAISY HAIR BAND,2011-12-11,5,8.25,1.6499999999999997,2011,12,4,49,11,6,7.0,2.0,3.5,2.0
21156,RETROSPOT CHILDRENS APRON,2011-12-11,91,174.70999999999998,3.4299999999999997,2011,12,4,49,11,6,82.0,105.0,141.25,68.0
90174,BUTTERFLY HAIR BAND,2011-12-11,4,9.92,2.48,2011,12,4,49,11,6,2.0,1.0,2.0,1.0
90175A,WHITE GLASS CHUNKY CHARM BRACELET,2011-12-11,5,45.75,9.15,2011,12,4,49,11,6,0.0,0.0,0.5,1.0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2011-12-11,46,21.38,0.49750000000000005,2011,12,4,49,11,6,141.0,307.0,167.5,6.0
21158,MOODY GIRL DOOR HANGER ,2011-12-11,32,24.08,1.84,2011,12,4,49,11,6,50.0,22.0,44.75,2.0
35095B,RED VICTORIAN FABRIC OVAL BOX,2011-12-11,17,12.059999999999999,0.6933333333333334,2011,12,4,49,11,6,28.0,18.0,22.25,6.0
90169,DAISY HAIR COMB,2011-12-11,1,2.48,2.48,2011,12,4,49,11,6,0.0,0.0,0.0,3.0
37449,CERAMIC CAKE STAND + HANGING CAKES,2011-12-11,1,9.95,9.95,2011,12,4,49,11,6,9.0,5.0,6.5,30.0
21147,JINGLE BELLS TREE DECORATION,2011-12-11,3,5.72,2.045,2011,12,4,49,11,6,22.0,19.0,16.25,6.0
35961,FOLKART ZINC HEART CHRISTMAS DEC,2011-12-11,17,19.91,1.1229999999999998,2011,12,4,49,11,6,61.0,90.0,61.75,75.0
90158,ST TROPEZ NECKLACE,2011-12-11,2,9.96,4.98,2011,12,4,49,11,6,1.0,0.0,2.25,2.0
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2011-12-11,23,43.269999999999996,1.715,2011,12,4,49,11,6,43.0,24.0,23.75,46.0
21135,VICTORIAN  METAL POSTCARD SPRING,2011-12-11,26,43.94,1.69,2011,12,4,49,11,6,25.0,608.0,328.25,24.0
46776E,WOVEN CANDY CUSHION COVER ,2011-12-11,5,20.65,4.13,2011,12,4,49,11,6,6.0,4.0,3.5,2.0
90160A,PURPLE BOUDICCA LARGE BRACELET,2011-12-11,1,7.07,7.07,2011,12,4,49,11,6,0.0,0.0,0.0,3.0
37446,MINI CAKE STAND WITH HANGING CAKES,2011-12-11,6,8.7,1.45,2011,12,4,49,11,6,26.0,11.0,13.0,106.0
90160C,TURQ+RED BOUDICCA LARGE BRACELET,2011-12-11,1,7.07,7.07,2011,12,4,49,11,6,1.0,1.0,3.0,4.0
37340,MULTICOLOUR SPRING FLOWER MUG,2011-12-11,40,45.3,1.1325,2011,12,4,49,11,6,24.0,78.0,73.5,9.0
90161C,ANT COPPER LIME BOUDICCA BRACELET,2011-12-11,4,19.86,4.97,2011,12,4,49,11,6,5.0,1.0,5.25,2.0
35971,ROSE FOLKART HEART DECORATIONS,2011-12-11,3,7.38,2.46,2011,12,4,49,11,6,5.0,3.0,28.25,33.0
35970,ZINC FOLKART SLEIGH BELLS,2011-12-11,204,481.40000000000003,2.8925714285714283,2011,12,4,49,11,6,319.0,393.0,426.5,25.0
90161A,ANT COPPER RED BOUDICCA BRACELET,2011-12-11,3,14.88,4.965,2011,12,4,49,11,6,0.0,0.0,0.5,1.0
20676,RED RETROSPOT BOWL,2011-12-11,49,68.51,1.6533333333333333,2011,12,4,49,11,6,68.0,71.0,102.0,56.0
35967,FOLK ART METAL STAR T-LIGHT HOLDER,2011-12-11,44,31.48,0.7844444444444444,2011,12,4,49,11,6,24.0,28.0,25.25,7.0
21137,BLACK RECORD COVER FRAME,2011-12-11,1506,5337.29,4.708316666666667,2011,12,4,49,11,6,183.0,580.0,469.75,577.0
90161B,ANT COPPER TURQ BOUDICCA BRACELET,2011-12-11,8,39.690000000000005,4.96,2011,12,4,49,11,6,2.0,1.0,3.0,4.0
